Track:  ACTIVE LOG001
  37.004356,  -5.549169,  519.25, 09/05/03 14:34:08, 1
  37.004528,  -5.548804,  519.73, 09/05/03 14:34:26, 0
  37.005494,  -5.547044,  516.85, 09/05/03 14:36:15, 0
  37.005494,  -5.547023,  518.77, 09/05/03 14:38:44, 0
  37.005494,  -5.547044,  518.77, 09/05/03 14:39:33, 0
  37.005494,  -5.547044,  518.29, 09/05/03 14:40:33, 0
  37.005537,  -5.547109,  516.85, 09/05/03 14:40:53, 0
  37.005558,  -5.547044,  515.88, 09/05/03 14:41:07, 0
  37.005579,  -5.547023,  516.85, 09/05/03 14:41:24, 0
  37.005601,  -5.547001,  516.37, 09/05/03 14:41:44, 0
  37.005601,  -5.547001,  516.85, 09/05/03 14:42:01, 0
  37.005622,  -5.546980,  517.81, 09/05/03 14:44:20, 0
  37.005622,  -5.546980,  517.81, 09/05/03 14:45:56, 0
  37.005601,  -5.546980,  517.33, 09/05/03 14:46:34, 0
  37.005601,  -5.546980,  517.81, 09/05/03 14:47:52, 0
  37.005601,  -5.546980,  516.85, 09/05/03 14:50:17, 0
  37.005601,  -5.546980,  517.33, 09/05/03 14:51:24, 0
  37.005579,  -5.546980,  518.29, 09/05/03 14:52:13, 0
  37.005665,  -5.546894,  516.37, 09/05/03 14:52:17, 0
  37.005730,  -5.546830,  519.25, 09/05/03 14:52:19, 0
  37.005837,  -5.546851,  522.61, 09/05/03 14:52:22, 0
  37.005987,  -5.547109,  522.61, 09/05/03 14:52:25, 0
  37.006116,  -5.547366,  530.30, 09/05/03 14:52:28, 0
  37.006223,  -5.547516,  534.15, 09/05/03 14:52:31, 0
  37.006352,  -5.547709,  539.44, 09/05/03 14:52:35, 0
  37.006395,  -5.547731,  539.44, 09/05/03 14:52:36, 0
  37.006524,  -5.547817,  537.99, 09/05/03 14:52:39, 0
  37.006888,  -5.548224,  537.51, 09/05/03 14:52:47, 0
  37.007360,  -5.548589,  533.19, 09/05/03 14:52:57, 0
  37.007425,  -5.548632,  533.19, 09/05/03 14:52:58, 0
  37.007639,  -5.548847,  531.75, 09/05/03 14:53:02, 0
  37.007811,  -5.548804,  527.90, 09/05/03 14:53:07, 0
  37.007747,  -5.548718,  526.94, 09/05/03 14:53:09, 0
  37.007532,  -5.548654,  526.94, 09/05/03 14:53:12, 0
  37.007275,  -5.548482,  527.42, 09/05/03 14:53:17, 0
  37.007146,  -5.548418,  532.23, 09/05/03 14:53:20, 0
  37.007060,  -5.548246,  529.82, 09/05/03 14:53:25, 0
  37.006910,  -5.548031,  533.67, 09/05/03 14:53:30, 0
  37.006481,  -5.547774,  537.03, 09/05/03 14:53:36, 0
  37.006094,  -5.547280,  538.48, 09/05/03 14:53:45, 0
  37.005987,  -5.547152,  539.44, 09/05/03 14:53:47, 0
  37.005944,  -5.547001,  544.24, 09/05/03 14:53:50, 0
  37.006009,  -5.546873,  546.65, 09/05/03 14:53:53, 0
  37.006180,  -5.546894,  548.57, 09/05/03 14:53:56, 0
  37.006438,  -5.547130,  551.93, 09/05/03 14:54:00, 0
  37.006481,  -5.547216,  552.90, 09/05/03 14:54:01, 0
  37.006717,  -5.547452,  554.82, 09/05/03 14:54:06, 0
  37.006695,  -5.547216,  555.78, 09/05/03 14:54:11, 0
  37.006459,  -5.547130,  554.34, 09/05/03 14:54:14, 0
  37.006202,  -5.546851,  558.18, 09/05/03 14:54:20, 0
  37.006459,  -5.546851,  557.22, 09/05/03 14:54:25, 0
  37.006609,  -5.547152,  555.78, 09/05/03 14:54:28, 0
  37.006738,  -5.547495,  556.74, 09/05/03 14:54:31, 0
  37.006867,  -5.547667,  559.62, 09/05/03 14:54:33, 0
  37.007039,  -5.547667,  562.51, 09/05/03 14:54:36, 0
  37.007017,  -5.547452,  566.35, 09/05/03 14:54:40, 0
  37.006717,  -5.547473,  567.32, 09/05/03 14:54:43, 0
  37.006545,  -5.547688,  568.28, 09/05/03 14:54:45, 0
  37.006502,  -5.548267,  568.76, 09/05/03 14:54:49, 0
  37.006738,  -5.548460,  567.80, 09/05/03 14:54:55, 0
  37.006781,  -5.548353,  564.91, 09/05/03 14:54:58, 0
  37.006695,  -5.548160,  562.51, 09/05/03 14:55:01, 0
  37.006631,  -5.548117,  562.99, 09/05/03 14:55:02, 0
  37.006502,  -5.547795,  564.43, 09/05/03 14:55:07, 0
  37.006159,  -5.547237,  565.39, 09/05/03 14:55:16, 0
  37.006223,  -5.546873,  567.32, 09/05/03 14:55:24, 0
  37.006330,  -5.546958,  567.32, 09/05/03 14:55:26, 0
  37.006438,  -5.547087,  568.76, 09/05/03 14:55:28, 0
  37.006545,  -5.546894,  571.16, 09/05/03 14:55:35, 0
  37.006159,  -5.547023,  569.24, 09/05/03 14:55:39, 0
  37.005966,  -5.547280,  565.87, 09/05/03 14:55:41, 0
  37.006116,  -5.547709,  568.76, 09/05/03 14:55:46, 0
  37.006266,  -5.547838,  568.28, 09/05/03 14:55:48, 0
  37.006459,  -5.547967,  573.08, 09/05/03 14:55:51, 0
  37.006652,  -5.548117,  575.49, 09/05/03 14:55:54, 0
  37.006781,  -5.548139,  577.41, 09/05/03 14:55:57, 0
  37.006760,  -5.547924,  576.93, 09/05/03 14:56:02, 0
  37.006738,  -5.547774,  575.01, 09/05/03 14:56:07, 0
  37.006931,  -5.547967,  570.20, 09/05/03 14:56:11, 0
  37.006974,  -5.548053,  570.68, 09/05/03 14:56:12, 0
  37.007060,  -5.548224,  570.20, 09/05/03 14:56:14, 0
  37.007167,  -5.548182,  568.76, 09/05/03 14:56:20, 0
  37.007124,  -5.548117,  568.76, 09/05/03 14:56:21, 0
  37.006996,  -5.548031,  564.91, 09/05/03 14:56:23, 0
  37.006652,  -5.547752,  563.47, 09/05/03 14:56:28, 0
  37.006524,  -5.547645,  562.51, 09/05/03 14:56:30, 0
  37.006395,  -5.547366,  560.11, 09/05/03 14:56:34, 0
  37.006502,  -5.547237,  562.03, 09/05/03 14:56:39, 0
  37.006609,  -5.547388,  559.14, 09/05/03 14:56:42, 0
  37.006652,  -5.547624,  559.14, 09/05/03 14:56:44, 0
  37.006888,  -5.547924,  561.07, 09/05/03 14:56:50, 0
  37.007146,  -5.547860,  565.87, 09/05/03 14:56:56, 0
  37.007082,  -5.547645,  571.16, 09/05/03 14:56:59, 0
  37.007017,  -5.547602,  570.68, 09/05/03 14:57:00, 0
  37.006910,  -5.547602,  571.16, 09/05/03 14:57:01, 0
  37.006738,  -5.547345,  572.12, 09/05/03 14:57:07, 0
  37.006910,  -5.547388,  575.49, 09/05/03 14:57:10, 0
  37.006974,  -5.547624,  579.33, 09/05/03 14:57:12, 0
  37.007039,  -5.547795,  582.22, 09/05/03 14:57:14, 0
  37.007253,  -5.547731,  585.10, 09/05/03 14:57:18, 0
  37.007232,  -5.547667,  588.46, 09/05/03 14:57:19, 0
  37.007210,  -5.547602,  592.31, 09/05/03 14:57:20, 0
  37.007039,  -5.547538,  595.67, 09/05/03 14:57:22, 0
  37.006674,  -5.547945,  595.19, 09/05/03 14:57:26, 0
  37.006738,  -5.548182,  594.23, 09/05/03 14:57:28, 0
  37.006931,  -5.548139,  595.67, 09/05/03 14:57:31, 0
  37.006910,  -5.548074,  600.48, 09/05/03 14:57:33, 0
  37.006888,  -5.547924,  605.29, 09/05/03 14:57:36, 0
  37.006888,  -5.547817,  606.25, 09/05/03 14:57:38, 0
  37.006738,  -5.547645,  612.02, 09/05/03 14:57:41, 0
  37.006609,  -5.547667,  615.86, 09/05/03 14:57:42, 0
  37.006288,  -5.547903,  619.71, 09/05/03 14:57:45, 0
  37.006180,  -5.548031,  620.19, 09/05/03 14:57:46, 0
  37.006116,  -5.548160,  620.19, 09/05/03 14:57:47, 0
  37.006180,  -5.548739,  617.78, 09/05/03 14:57:52, 0
  37.006309,  -5.548847,  621.15, 09/05/03 14:57:55, 0
  37.006352,  -5.548868,  621.15, 09/05/03 14:57:56, 0
  37.006373,  -5.548868,  622.11, 09/05/03 14:57:57, 0
  37.006652,  -5.548396,  625.96, 09/05/03 14:58:02, 0
  37.006695,  -5.548160,  633.65, 09/05/03 14:58:05, 0
  37.006695,  -5.548310,  635.57, 09/05/03 14:58:07, 0
  37.006738,  -5.548246,  635.57, 09/05/03 14:58:08, 0
  37.006845,  -5.548010,  641.34, 09/05/03 14:58:12, 0
  37.006910,  -5.547881,  645.18, 09/05/03 14:58:15, 0
  37.006953,  -5.547838,  649.99, 09/05/03 14:58:16, 0
  37.007017,  -5.547752,  655.76, 09/05/03 14:58:18, 0
  37.007017,  -5.547709,  659.12, 09/05/03 14:58:19, 0
  37.007017,  -5.547667,  662.01, 09/05/03 14:58:20, 0
  37.007017,  -5.547602,  665.85, 09/05/03 14:58:21, 0
  37.007039,  -5.547559,  666.81, 09/05/03 14:58:22, 0
  37.007060,  -5.547366,  672.10, 09/05/03 14:58:25, 0
  37.007060,  -5.547323,  674.02, 09/05/03 14:58:26, 0
  37.007103,  -5.547237,  679.79, 09/05/03 14:58:28, 0
  37.007124,  -5.547216,  683.63, 09/05/03 14:58:29, 0
  37.007146,  -5.547194,  687.48, 09/05/03 14:58:30, 0
  37.007232,  -5.547194,  691.81, 09/05/03 14:58:32, 0
  37.007318,  -5.547452,  697.09, 09/05/03 14:58:35, 0
  37.007318,  -5.547709,  701.42, 09/05/03 14:58:37, 0
  37.007253,  -5.547967,  708.15, 09/05/03 14:58:39, 0
  37.007232,  -5.548096,  713.44, 09/05/03 14:58:40, 0
  37.007339,  -5.548289,  717.28, 09/05/03 14:58:44, 0
  37.007232,  -5.548074,  720.65, 09/05/03 14:58:47, 0
  37.007146,  -5.548053,  724.49, 09/05/03 14:58:48, 0
  37.007060,  -5.548031,  728.82, 09/05/03 14:58:49, 0
  37.006845,  -5.548053,  734.58, 09/05/03 14:58:51, 0
  37.006609,  -5.548224,  738.43, 09/05/03 14:58:53, 0
  37.006481,  -5.548482,  741.31, 09/05/03 14:58:55, 0
  37.006609,  -5.548632,  740.35, 09/05/03 14:58:58, 0
  37.006609,  -5.548525,  743.24, 09/05/03 14:59:00, 0
  37.006588,  -5.548482,  748.52, 09/05/03 14:59:01, 0
  37.006524,  -5.548482,  752.37, 09/05/03 14:59:02, 0
  37.006438,  -5.548482,  754.77, 09/05/03 14:59:03, 0
  37.005901,  -5.548761,  761.50, 09/05/03 14:59:08, 0
  37.005837,  -5.548933,  761.02, 09/05/03 14:59:09, 0
  37.005880,  -5.549254,  765.35, 09/05/03 14:59:12, 0
  37.005944,  -5.549405,  769.19, 09/05/03 14:59:14, 0
  37.006116,  -5.549598,  771.60, 09/05/03 14:59:19, 0
  37.006288,  -5.549662,  776.40, 09/05/03 14:59:23, 0
  37.006373,  -5.549662,  779.77, 09/05/03 14:59:25, 0
  37.006416,  -5.549662,  780.25, 09/05/03 14:59:26, 0
  37.006567,  -5.549448,  783.13, 09/05/03 14:59:32, 0
  37.006567,  -5.549383,  784.09, 09/05/03 14:59:33, 0
  37.006588,  -5.549190,  785.53, 09/05/03 14:59:36, 0
  37.006588,  -5.549018,  790.82, 09/05/03 14:59:39, 0
  37.006567,  -5.548868,  794.19, 09/05/03 14:59:41, 0
  37.006567,  -5.548761,  798.99, 09/05/03 14:59:43, 0
  37.006545,  -5.548675,  806.20, 09/05/03 14:59:45, 0
  37.006524,  -5.548611,  809.57, 09/05/03 14:59:46, 0
  37.006524,  -5.548568,  812.45, 09/05/03 14:59:47, 0
  37.006524,  -5.548460,  815.34, 09/05/03 14:59:49, 0
  37.006545,  -5.548353,  817.26, 09/05/03 14:59:51, 0
  37.006588,  -5.548267,  821.10, 09/05/03 14:59:53, 0
  37.006609,  -5.548224,  824.47, 09/05/03 14:59:54, 0
  37.006609,  -5.548224,  826.87, 09/05/03 14:59:55, 0
  37.006631,  -5.548160,  834.08, 09/05/03 14:59:58, 0
  37.006524,  -5.548074,  837.93, 09/05/03 15:00:00, 0
  37.006459,  -5.548031,  839.85, 09/05/03 15:00:01, 0
  37.005816,  -5.548289,  839.85, 09/05/03 15:00:07, 0
  37.005751,  -5.548739,  839.37, 09/05/03 15:00:10, 0
  37.005858,  -5.548890,  842.25, 09/05/03 15:00:12, 0
  37.005987,  -5.548954,  841.29, 09/05/03 15:00:15, 0
  37.006116,  -5.548975,  838.41, 09/05/03 15:00:17, 0
  37.006223,  -5.548954,  847.54, 09/05/03 15:00:20, 0
  37.006266,  -5.548911,  854.75, 09/05/03 15:00:22, 0
  37.006330,  -5.548847,  858.11, 09/05/03 15:00:24, 0
  37.006416,  -5.548761,  861.48, 09/05/03 15:00:27, 0
  37.006567,  -5.548611,  865.32, 09/05/03 15:00:32, 0
  37.006631,  -5.548546,  867.25, 09/05/03 15:00:34, 0
  37.006588,  -5.548460,  869.65, 09/05/03 15:00:36, 0
  37.006245,  -5.548289,  869.65, 09/05/03 15:00:41, 0
  37.005622,  -5.548589,  870.61, 09/05/03 15:00:46, 0
  37.005558,  -5.548761,  870.61, 09/05/03 15:00:47, 0
  37.005687,  -5.549448,  870.61, 09/05/03 15:00:54, 0
  37.005794,  -5.549426,  871.57, 09/05/03 15:00:57, 0
  37.005880,  -5.549362,  869.17, 09/05/03 15:01:00, 0
  37.006180,  -5.549319,  871.09, 09/05/03 15:01:10, 0
  37.006266,  -5.549319,  868.21, 09/05/03 15:01:13, 0
  37.006373,  -5.549276,  864.84, 09/05/03 15:01:16, 0
