51.31177, 12.41318, 
51.31181, 12.41290, 
51.31188, 12.41277, 
51.31216, 12.41226, 
51.31224, 12.41238, 
51.31225, 12.41242, 
51.31229, 12.41249, 
51.31263, 12.41285, 
51.31272, 12.41282, 
51.31281, 12.41274, 
51.31281, 12.41272, 
51.31274, 12.41275, 
51.31272, 12.41270, 
51.31276, 12.41279, 
51.31285, 12.41296, 
51.31296, 12.41307, 
51.31305, 12.41318, 
51.31309, 12.41302, 
51.31298, 12.41302, 
51.31301, 12.41301, 
51.31299, 12.41297, 
51.31302, 12.41302, 
51.31298, 12.41320, 
51.31306, 12.41312, 
51.31298, 12.41302, 
51.31290, 12.41297, 
51.31285, 12.41296, 
51.31280, 12.41294, 
51.31250, 12.41312, 
51.31246, 12.41288, 
51.31275, 12.41253, 
51.31296, 12.41317, 
51.31288, 12.41324, 
51.31286, 12.41324, 
51.31282, 12.41331, 
51.31284, 12.41328, 
51.31283, 12.41331, 
51.31279, 12.41334, 
51.31278, 12.41333, 
51.31276, 12.41334, 
51.31282, 12.41332, 
51.31292, 12.41344, 
51.31299, 12.41379, 
51.31304, 12.41381, 
51.31305, 12.41384, 
51.31311, 12.41385, 
51.31321, 12.41388, 
51.31329, 12.41397, 
51.31329, 12.41405, 
51.31327, 12.41410, 
51.31304, 12.41461, 
51.31298, 12.41483, 
51.31293, 12.41494, 
51.31295, 12.41497, 
51.31293, 12.41498, 
51.31296, 12.41495, 
51.31317, 12.41459, 
51.31317, 12.41457, 
51.31316, 12.41444, 
51.31316, 12.41439, 
51.31334, 12.41391, 
51.31371, 12.41332, 
51.31399, 12.41286, 
51.31422, 12.41249, 
51.31465, 12.40956, 
51.31465, 12.40949, 
51.31465, 12.40949, 
51.31465, 12.40945, 
51.31464, 12.40936, 
51.31464, 12.40936, 
51.31464, 12.40936, 
51.31464, 12.40936, 
51.31464, 12.40936, 
51.31512, 12.41022, 
51.31517, 12.41034, 
51.31509, 12.41022, 
51.31506, 12.41031, 
51.31496, 12.41036, 
51.31485, 12.40939, 
51.31484, 12.40938, 
51.31484, 12.40945, 
51.31486, 12.40930, 
51.31412, 12.40669, 
51.31396, 12.40623, 
51.31370, 12.40579, 
51.31334, 12.40497, 
51.31270, 12.40350, 
51.31221, 12.40235, 
51.31185, 12.40145, 
51.31140, 12.40011, 
51.31101, 12.39885, 
51.31066, 12.39779, 
51.31050, 12.39728, 
51.31043, 12.39698, 
51.30961, 12.39358, 
51.30946, 12.39236, 
51.30931, 12.39060, 
51.30924, 12.38872, 
51.30928, 12.38751, 
51.30943, 12.38620, 
51.30962, 12.38478, 
51.30985, 12.38313, 
51.31010, 12.38143, 
51.31024, 12.38029, 
51.31027, 12.37932, 
51.31032, 12.37870, 
51.31038, 12.37778, 
51.31048, 12.37646, 
51.31060, 12.37526, 
51.31068, 12.37448, 
51.31072, 12.37411, 
51.30883, 12.37343, 
51.30854, 12.37345, 
51.30777, 12.37349, 
51.30718, 12.37357, 
51.30658, 12.37362, 
51.30542, 12.37378, 
51.30472, 12.37395, 
51.30380, 12.37424, 
51.30322, 12.37419, 
51.30267, 12.37387, 
51.30224, 12.37362, 
51.30188, 12.37324, 
51.30178, 12.37309, 
51.30161, 12.37265, 
51.30170, 12.37224, 
51.30179, 12.37179, 
51.30206, 12.37150, 
51.30223, 12.37154, 
51.30242, 12.37171, 
51.30243, 12.37208, 
51.30226, 12.37251, 
51.30161, 12.37379, 
51.30097, 12.37475, 
51.30044, 12.37540, 
51.29965, 12.37603, 
51.29877, 12.37646, 
51.29787, 12.37656, 
51.29688, 12.37664, 
51.29528, 12.37674, 
51.29335, 12.37755, 
51.29225, 12.37790, 
51.29114, 12.37803, 
51.28943, 12.37808, 
51.28728, 12.37854, 
51.28639, 12.37917, 
51.28505, 12.38029, 
51.28343, 12.38171, 
51.28219, 12.38266, 
51.28127, 12.38312, 
51.28032, 12.38329, 
51.27890, 12.38341, 
51.27738, 12.38336, 
51.27595, 12.38314, 
51.27460, 12.38279, 
51.27271, 12.38222, 
51.27198, 12.38200, 
51.27083, 12.38165, 
51.26981, 12.38146, 
51.26827, 12.38132, 
51.26680, 12.38136, 
51.26530, 12.38163, 
51.26381, 12.38204, 
51.26292, 12.38230, 
51.26111, 12.38289, 
51.26060, 12.38306, 
51.25979, 12.38326, 
51.25847, 12.38358, 
51.25635, 12.38404, 
51.25462, 12.38438, 
51.25299, 12.38462, 
51.25178, 12.38484, 
51.25046, 12.38514, 
51.24874, 12.38572, 
51.24735, 12.38627, 
51.24566, 12.38703, 
51.24378, 12.38776, 
51.24205, 12.38833, 
51.24094, 12.38848, 
51.24035, 12.38856, 
51.23932, 12.38862, 
51.23828, 12.38861, 
51.23688, 12.38859, 
51.23538, 12.38857, 
51.23290, 12.38852, 
51.23119, 12.38835, 
51.23028, 12.38822, 
51.22924, 12.38808, 
51.22801, 12.38798, 
51.22402, 12.38775, 
51.22241, 12.38767, 
51.22061, 12.38760, 
51.21923, 12.38760, 
51.21784, 12.38787, 
51.21672, 12.38832, 
51.21544, 12.38914, 
51.21442, 12.39003, 
51.21347, 12.39113, 
51.21263, 12.39234, 
51.21179, 12.39392, 
51.21103, 12.39570, 
51.20998, 12.39856, 
51.20837, 12.40303, 
51.20728, 12.40607, 
51.20622, 12.40904, 
51.20511, 12.41198, 
51.20408, 12.41444, 
51.20304, 12.41667, 
51.20178, 12.41929, 
51.20052, 12.42208, 
51.20007, 12.42366, 
51.19955, 12.42597, 
51.19889, 12.42878, 
51.19794, 12.43220, 
51.19710, 12.43514, 
51.19641, 12.43786, 
51.19613, 12.43967, 
51.19604, 12.44114, 
51.19611, 12.44297, 
51.19629, 12.44543, 
51.19652, 12.44853, 
51.19649, 12.45027, 
51.19624, 12.45172, 
51.19587, 12.45351, 
51.19534, 12.45619, 
51.19509, 12.45764, 
51.19467, 12.46005, 
51.19422, 12.46184, 
51.19378, 12.46312, 
51.19322, 12.46464, 
51.19259, 12.46635, 
51.19206, 12.46768, 
51.19129, 12.46952, 
51.19051, 12.47131, 
51.18976, 12.47302, 
51.18881, 12.47520, 
51.18831, 12.47632, 
51.18772, 12.47736, 
51.18722, 12.47796, 
51.18630, 12.47869, 
51.18520, 12.47960, 
51.18455, 12.48015, 
51.18388, 12.48072, 
51.18320, 12.48129, 
51.18213, 12.48221, 
51.18114, 12.48306, 
51.18011, 12.48393, 
51.17862, 12.48528, 
51.17711, 12.48665, 
51.17544, 12.48820, 
51.17471, 12.48888, 
51.17336, 12.49012, 
51.17185, 12.49153, 
51.17009, 12.49316, 
51.16809, 12.49501, 
51.16676, 12.49625, 
51.16529, 12.49762, 
51.16389, 12.49892, 
51.16195, 12.50074, 
51.15981, 12.50286, 
51.15812, 12.50470, 
51.15636, 12.50680, 
51.15567, 12.50746, 
51.15507, 12.50786, 
51.15428, 12.50815, 
51.15340, 12.50844, 
51.15246, 12.50872, 
51.15185, 12.50891, 
51.15115, 12.50915, 
51.15013, 12.50946, 
51.14901, 12.50965, 
51.14794, 12.50969, 
51.14700, 12.50972, 
51.14537, 12.50987, 
51.14380, 12.50999, 
51.14265, 12.51008, 
51.14102, 12.51003, 
51.14007, 12.50992, 
51.13942, 12.50984, 
51.13862, 12.50975, 
51.13799, 12.50955, 
51.13772, 12.50943, 
51.13750, 12.50929, 
51.13739, 12.50922, 
51.13694, 12.50894, 
51.13682, 12.50886, 
51.13608, 12.50837, 
51.13550, 12.50798, 
51.13441, 12.50725, 
51.13326, 12.50647, 
51.13245, 12.50600, 
51.13152, 12.50563, 
51.13032, 12.50517, 
51.12969, 12.50497, 
51.12894, 12.50471, 
51.12822, 12.50450, 
51.12693, 12.50178, 
51.12656, 12.50063, 
51.12630, 12.49978, 
51.12614, 12.49874, 
51.12601, 12.49745, 
51.12578, 12.49588, 
51.12546, 12.49462, 
51.12506, 12.49352, 
51.12446, 12.49225, 
51.12382, 12.49121, 
51.12281, 12.48996, 
51.12245, 12.48951, 
51.12201, 12.48900, 
51.12141, 12.48836, 
51.12105, 12.48797, 
51.12077, 12.48739, 
51.12072, 12.48720, 
51.12029, 12.48563, 
51.11970, 12.48428, 
51.11935, 12.48401, 
51.11906, 12.48407, 
51.11886, 12.48418, 
51.11790, 12.48487, 
51.11742, 12.48522, 
51.11675, 12.48575, 
51.11627, 12.48616, 
51.11543, 12.48687, 
51.11463, 12.48756, 
51.11371, 12.48825, 
51.11333, 12.48853, 
51.11301, 12.48877, 
51.11276, 12.48896, 
51.11248, 12.48917, 
51.11212, 12.48957, 
51.11156, 12.49029, 
