41.270000	-84.847384
41.271057	-84.806490
41.271079	-84.803581
41.271079	-84.803581
41.270942	-84.803580
41.252531	-84.803492
41.252531	-84.803492
41.184959	-84.803475
41.173889	-84.803472
41.173203	-84.803594
41.164649	-84.803413
41.164169	-84.803420
41.161573	-84.803460
41.154117	-84.803573
41.140520	-84.803780
41.130773	-84.803501
41.121414	-84.803234
41.096783	-84.803341
41.096783	-84.803341
41.089302	-84.803374
41.077432	-84.803367
41.009551	-84.803325
40.989209	-84.803313
40.989209	-84.803313
40.922377	-84.802935
40.922377	-84.802935
40.920577	-84.880807
40.920577	-84.880807
40.920311	-84.899804
40.920311	-84.899804
40.920237	-84.906200
40.920237	-84.906200
40.919632	-84.939126
40.919632	-84.939638
40.918588	-84.997291
40.918588	-84.997291
40.918447	-85.015168
40.918447	-85.016068
40.918447	-85.017668
40.918047	-85.049068
40.918047	-85.053468
40.917847	-85.064268
40.917847	-85.073868
40.917847	-85.073868
40.917447	-85.109669
40.917447	-85.109669
40.917247	-85.133662
40.917247	-85.138269
40.916547	-85.167070
40.916947	-85.223371
40.917047	-85.261571
40.917047	-85.261571
40.917047	-85.267360
40.917047	-85.267360
40.917032	-85.270180
40.917023	-85.271123
40.917011	-85.272372
40.917011	-85.272372
40.916994	-85.274150
40.916994	-85.274150
40.916947	-85.284172
40.916947	-85.285948
40.916947	-85.287972
40.916947	-85.289672
40.916947	-85.290204
40.916947	-85.290204
40.917046	-85.324973
40.916946	-85.325373
40.917046	-85.335973
40.917046	-85.335973
40.931446	-85.335873
40.934746	-85.335973
40.945846	-85.335573
40.946246	-85.335673
40.960346	-85.335673
40.966746	-85.335573
40.966746	-85.335573
40.973192	-85.335418
40.973192	-85.335418
41.002047	-85.335374
41.005347	-85.335274
41.005347	-85.335274
41.019947	-85.335574
41.019947	-85.335574
41.023138	-85.335574
41.023138	-85.335574
41.028400	-85.335626
41.028400	-85.335626
41.028680	-85.335631
41.028680	-85.335631
41.034047	-85.335774
41.036347	-85.336074
41.036347	-85.336074
41.043516	-85.336249
41.043516	-85.336249
41.044447	-85.336274
41.059047	-85.336574
41.074947	-85.336974
41.074947	-85.336974
41.078620	-85.336974
41.078620	-85.336974
41.081370	-85.337035
41.081370	-85.337035
41.082627	-85.337075
41.084247	-85.337075
41.084247	-85.337075
41.089647	-85.337275
41.133759	-85.337800
41.143299	-85.337827
41.143299	-85.337827
41.145540	-85.337834
41.145540	-85.337834
41.151009	-85.338178
41.172790	-85.338402
41.179120	-85.338552
41.179260	-85.309842
41.205086	-85.309537
41.208912	-85.309716
41.208912	-85.309716
41.209609	-85.309724
41.209609	-85.309724
41.218262	-85.309657
41.218720	-85.309808
41.228211	-85.309910
41.229675	-85.309950
41.229675	-85.309950
41.233139	-85.309660
41.233139	-85.309660
41.235062	-85.309506
41.235192	-85.309502
41.246997	-85.309775
41.250047	-85.309586
41.251009	-85.309143
41.264071	-85.307748
41.264071	-85.307748
41.263809	-85.262791
41.263851	-85.255698
41.263851	-85.255698
41.263850	-85.255648
41.263850	-85.255648
41.263805	-85.249531
41.264283	-85.192097
41.264283	-85.192097
41.264449	-85.182307
41.264449	-85.182307
41.264820	-85.154950
41.264820	-85.154950
41.264961	-85.144213
41.264961	-85.144213
41.265046	-85.137394
41.265046	-85.137394
41.265091	-85.135030
41.265829	-85.086692
41.265562	-85.077749
41.265562	-85.077749
41.265756	-85.065254
41.265756	-85.065254
41.265822	-85.061017
41.265822	-85.061017
41.265860	-85.058621
41.266469	-85.020092
41.266557	-85.016245
41.266557	-85.016245
41.266740	-85.008277
41.266740	-85.008277
41.267781	-84.962627
41.268149	-84.941620
41.268218	-84.938770
41.268218	-84.938164
41.268368	-84.926845
41.268627	-84.914822
41.268963	-84.901055
41.268963	-84.901055
41.268974	-84.900612
41.268974	-84.900612
41.269170	-84.892632
41.270000	-84.847384
