48.557327,8.961583,,,,,395,       1.9,1122371309,       0.8,       1.2,       1.5,10,3d
48.557327,8.961585,,,,,395,       0.5,1122371311,       0.8,       1.2,       1.5,9,3d
48.557353,8.961542,,,,,395,       1.2,1122371313,       0.9,       1.3,       1.6,10,3d
48.557388,8.961457,,,,,395,       3.5,1122371315,       0.9,       1.3,       1.6,9,3d
48.557395,8.961412,,,,,395,       3.7,1122371316,       0.9,       1.3,       1.6,10,3d
48.557390,8.961370,,,,,395,       3.0,1122371317,       0.8,       1.2,       1.5,10,3d
48.557360,8.961295,,,,,395,       3.3,1122371319,       0.9,       1.4,       1.7,9,3d
48.557350,8.961223,,,,,395,       2.6,1122371321,       0.8,       1.2,       1.5,10,3d
48.557385,8.961148,,,,,396,       2.4,1122371324,       1.0,       1.6,       1.9,9,3d
48.557427,8.961158,,,,,395,       1.8,1122371326,       0.8,       1.2,       1.5,10,3d
48.557473,8.961232,,,,,396,       3.2,1122371328,       0.8,       1.2,       1.5,10,3d
48.557523,8.961327,,,,,396,       4.3,1122371330,       1.0,       1.6,       1.9,9,3d
48.557547,8.961410,,,,,396,       3.0,1122371332,       0.8,       1.2,       1.5,10,3d
48.557493,8.961597,,,,,396,       5.2,1122371335,       1.2,       2.0,       2.3,9,3d
48.557405,8.961743,,,,,396,       6.8,1122371337,       0.8,       1.2,       1.5,10,3d
48.557295,8.961937,,,,,395,       8.9,1122371339,       0.8,       1.2,       1.5,10,3d
48.557295,8.961937,,,,,395,       8.9,1122371339,       0.8,       1.2,       1.5,10,3d
48.557113,8.962262,,,,,395,      10.4,1122371342,       0.8,       1.2,       1.5,10,3d
48.557050,8.962375,,,,,395,      10.8,1122371343,       0.8,       1.2,       1.5,10,3d
48.556857,8.962722,,,,,395,      11.1,1122371346,       1.2,       1.5,       1.9,7,3d
48.556725,8.962953,,,,,395,      11.3,1122371348,       1.4,       2.3,       2.7,6,3d
48.556658,8.963070,,,,,395,      11.3,1122371349,       1.4,       2.3,       2.7,6,3d
48.556522,8.963310,,,,,395,      11.3,1122371351,       1.2,       2.2,       2.5,7,3d
48.556377,8.963557,,,,,394,      11.9,1122371353,       1.2,       2.0,       2.3,8,3d
48.556212,8.963793,,,,,394,      12.4,1122371355,       1.4,       2.0,       2.5,5,3d
48.556020,8.963990,,,,,393,      13.1,1122371357,       1.3,       2.3,       2.7,6,3d
48.555918,8.964075,,,,,393,      12.8,1122371358,       1.3,       2.0,       2.4,5,3d
48.555717,8.964222,,,,,393,      12.4,1122371360,       3.9,       6.4,       7.5,4,3d
48.555523,8.964363,,,,,392,      12.2,1122371362,      30.7,      41.0,      51.3,4,2d
48.555345,8.964542,,,,,392,      11.6,1122371364,       1.0,       1.6,       1.9,9,3d
48.555177,8.964760,,,,,392,      12.5,1122371366,       1.2,       1.9,       2.3,6,3d
