41.150064468	-85.166207433
41.150064468	-85.165371895
41.149034500	-85.165157318
41.147832870	-85.164771080
41.146631241	-85.164384842
41.144270897	-85.163655281
41.141953468	-85.162882805
41.139550209	-85.162281990
41.137833595	-85.161852837
41.136546135	-85.161681175
41.132812500	-85.160608292
41.132340431	-85.160479546
41.131739616	-85.160050392
41.131138802	-85.159664154
41.130237579	-85.158977509
41.129765511	-85.158634186
41.129636765	-85.158548355
41.129379272	-85.158419609
41.129207611	-85.158333778
41.128950119	-85.158162117
41.128821373	-85.158033371
41.128478050	-85.157775879
41.126074791	-85.155844688
41.125044823	-85.154857635
41.122341156	-85.152668953
41.119766235	-85.150566101
41.118135452	-85.149278641
41.117362976	-85.148591995
41.114530563	-85.146059990
41.112856865	-85.144772530
41.112256050	-85.144085884
41.111955643	-85.143871307
41.110539436	-85.142970085
41.108264923	-85.141167641
41.107234955	-85.140352249
41.106162071	-85.139665604
41.105132103	-85.138678551
41.104745865	-85.138163567
41.104145050	-85.138163567
41.103029251	-85.138163567
41.102042198	-85.138077736
41.101140976	-85.138077736
41.099338531	-85.137948990
41.099038124	-85.137948990
41.098566055	-85.137391090
41.096849442	-85.136961937
41.096334457	-85.136575699
41.094231606	-85.135588646
41.093759537	-85.134687424
41.093158722	-85.134387016
41.092128754	-85.134258270
41.091527939	-85.134172440
41.091141701	-85.134172440
41.090455055	-85.134172440
41.089339256	-85.134172440
41.088523865	-85.134301186
41.088137627	-85.134387016
41.087751389	-85.134558678
41.086850166	-85.135159492
41.085863113	-85.135459900
41.084446907	-85.135760307
41.083846092	-85.135459900
41.083159447	-85.135374069
41.082558632	-85.135159492
41.082043648	-85.135073662
41.081056595	-85.134773254
41.079940796	-85.134472847
41.079039574	-85.134172440
41.077966690	-85.133872032
41.076936722	-85.133571625
41.075863838	-85.133271217
41.075134277	-85.132970810
41.075134277	-85.133271217
41.074147224	-85.133271217
41.073632240	-85.133271217
41.073160172	-85.133271217
41.071443558	-85.133271217
41.070327759	-85.133228302
41.069641113	-85.133185387
41.069340706	-85.133056641
41.068739891	-85.133056641
41.068353653	-85.133056641
41.067967415	-85.133013725
41.067452431	-85.132970810
41.066765785	-85.132884979
41.066336632	-85.132884979
41.065864563	-85.132884979
41.065349579	-85.132884979
41.064362526	-85.132884979
41.063246727	-85.132884979
41.062345505	-85.132756233
41.061229706	-85.132756233
41.060628891	-85.132756233
41.059641838	-85.132670403
41.058654785	-85.132584572
41.058139801	-85.132584572
41.057753563	-85.132541656
41.057066917	-85.132455826
41.056551933	-85.132455826
41.055951118	-85.132455826
41.055564880	-85.132455826
41.054663658	-85.132369995
41.053762436	-85.132284164
41.053247452	-85.132284164
41.052260399	-85.132284164
41.051745415	-85.132284164
41.050758362	-85.132155418
41.049942970	-85.132069588
41.049127579	-85.132069588
41.047539711	-85.131983757
41.046037674	-85.131855011
41.045737267	-85.131983757
41.045050621	-85.133056641
41.044921875	-85.133056641
41.044343591	-85.132979512
