lat,lon,ele
44.343230,-82.065057,0.0
-21.938132,-0.403137,0.0
-45.926009,11.257515,0.0
-82.893512,123.183083,0.0
82.991461,17.612808,0.0
-15.022207,41.995297,0.0
-27.812771,110.613311,0.0
64.174804,126.631562,0.0
59.275079,-118.291078,0.0
-24.364557,161.332956,0.0
-69.927581,-54.673476,0.0
46.252069,11.806222,0.0
21.271327,-157.619018,0.0
-80.898799,-174.536589,0.0
51.747346,133.131384,0.0
42.726743,130.572108,0.0
-13.046059,-22.031352,0.0
-30.063081,-0.166408,0.0
-78.798092,-3.699364,0.0
-14.675049,143.460499,0.0
75.307292,-57.910437,0.0
-61.996717,-157.154539,0.0
-62.204024,87.784804,0.0
-69.260514,-57.050054,0.0
56.126066,47.797790,0.0
-79.594015,1.430655,0.0
-33.925509,9.824202,0.0
-18.004201,-128.521027,0.0
-9.414146,11.437254,0.0
32.198323,-16.861377,0.0
-19.440260,84.064471,0.0
-77.173591,157.835615,0.0
-43.076352,-118.841501,0.0
-38.303684,113.550379,0.0
46.526787,3.723440,0.0
0.460087,41.039809,0.0
-26.210797,37.123993,0.0
11.999936,-75.889901,0.0
-41.240720,-36.518147,0.0
-34.929116,67.488862,0.0
79.174441,-133.868528,0.0
67.823451,-151.018468,0.0
29.439136,-89.190867,0.0
42.814867,-148.115248,0.0
-9.991921,100.843056,0.0
-71.603172,155.985281,0.0
49.948399,170.934553,0.0
-69.909731,-0.198111,0.0
89.716910,5.006819,0.0
-77.001691,53.757569,0.0
-7.060394,174.286018,0.0
13.379311,-71.774760,0.0
5.773169,-171.824332,0.0
46.360983,28.263456,0.0
-4.282841,-120.462159,0.0
-88.100855,-124.391496,0.0
-55.036139,-2.807790,0.0
26.876698,119.549310,0.0
-3.138283,-64.603421,0.0
70.519798,-141.733410,0.0
64.813468,-31.032080,0.0
81.482053,64.112540,0.0
42.784989,62.813012,0.0
77.619334,75.771964,0.0
56.269997,152.267774,0.0
-86.579017,63.842574,0.0
-29.933961,-70.437190,0.0
-49.948871,-144.256815,0.0
-16.905147,75.520532,0.0
-63.936296,83.001769,0.0
-89.823721,94.792380,0.0
32.954895,3.786045,0.0
55.503651,35.151700,0.0
-0.698275,-12.681737,0.0
79.952142,80.265421,0.0
42.230261,-11.357861,0.0
-41.690233,-25.664908,0.0
-70.732404,-129.559223,0.0
-52.763821,40.035895,0.0
-25.825313,-5.386983,0.0
6.755657,153.556531,0.0
-5.021471,20.207927,0.0
-58.213381,114.632281,0.0
13.310433,-177.733578,0.0
83.958648,-83.992294,0.0
70.474222,45.185118,0.0
58.834538,154.695133,0.0
-35.477297,-128.363983,0.0
-65.032558,24.366725,0.0
75.557343,60.672589,0.0
68.095385,-138.606929,0.0
79.056529,135.135409,0.0
45.658394,86.446402,0.0
-19.401299,-109.893084,0.0
74.907848,171.372317,0.0
44.085657,-122.209381,0.0
-21.905228,160.858626,0.0
83.042256,-16.087556,0.0
-31.256411,-95.252329,0.0
70.175722,103.457669,0.0
69.011797,-143.452871,0.0
-1.296432,-141.555538,0.0
-63.739212,-93.143887,0.0
56.311315,-67.682330,0.0
-34.369578,73.668519,0.0
-24.799041,124.404046,0.0
68.662704,147.980907,0.0
76.102846,159.515534,0.0
-41.268802,-66.138319,0.0
-23.654064,103.373806,0.0
-53.701350,114.907147,0.0
13.656952,-105.530763,0.0
49.167152,-53.992916,0.0
-25.167258,-23.633285,0.0
52.719496,-79.634961,0.0
-68.097466,162.946596,0.0
